"OldAdvertiserId","NewAdvertiserId"
"AR96381471303925760","AR17334830367089098753"
"AR113210355760496640","AR01557122182503464961"
"AR21854855186350080","AR16253966456520179713"
"AR261871990057467904","AR01940664411303706625"
"AR454946300614410240","AR15593010022328565761"
"AR66479049995714560","AR01832279365400920065"
"AR67873574337118208","AR05537651005753131009"
"AR73283618222374912","AR05756075725119553537"
"AR99617505823162368","AR01859606215080804353"
"AR146306514750013440","AR00738221315298689025"
"AR151823898457931776","AR12504729250022031361"
"AR154412664225792","AR11972033870867464193"
"AR161637589491646464","AR10192121358079492097"
"AR346141687946412032","AR00898759496241774593"
"AR373814196594278400","AR04305916645106253825"
"AR511233805533577216","AR11222601247817203713"
"AR51815138293972992","AR10656357432436981761"
"AR564173881661718528","AR12108402999525638145"
"AR566088165765414912","AR04323086618685603841"
"AR7319277107412992","AR05044275261919461377"
"AR85479469917143040","AR05512036920311414785"
"AR227879316774453248","AR14371461812279312385"
"AR345833240575082496","AR08106110305676820481"
"AR430196225153695744","AR18303104286973755393"
"AR430960523173953536","AR05355255358283579393"
"AR535537444913676288","AR02759420280412569601"
"AR13956101091360768","AR08016038313129410561"
"AR21517064598454272","AR12331331181080477697"
"AR319098890223616","AR08533817030346801153"
"AR361032202122690560","AR14975453923425386497"
"AR468135148748013568","AR07404393188737155073"
"AR518597509782700032","AR17072759159268573185"
"AR85348421875007488","AR07209354806815621121"
"AR85813584013033472","AR04287057821666639873"
"AR105694987626217472","AR12858252337482825729"
"AR152277034687528960","AR13110453916615573505"
"AR294958081643642880","AR08703681681233543169"
"AR312551298480209920","AR01558720872410251265"
"AR431508148684062720","AR10836136104793473025"
"AR491210152603549696","AR01716346859368218625"
"AR241993953698643968","AR09495314660069474305"
"AR316057022585896960","AR15528270777685114881"
"AR77740729123733504","AR06913500829353771009"
"AR114932603286454272","AR16155377372026109953"
"AR135800234470014976","AR12548995175839432705"
"AR189314255667855360","AR09831833387889852417"
"AR314593606969065472","AR18247519576143167489"
"AR327714216662269952","AR01508420689340661761"
"AR448974956043173888","AR04273630860546146305"
"AR508701973852192768","AR03936621475661873153"
"AR528727035531493376","AR03134136317059792897"
"AR124854905453150208","AR05679514531454255105"
"AR214339861870542848","AR18216637043298009089"
"AR220764273951899648","AR00536403756997148673"
"AR255040999192002560","AR12844741538600714241"
"AR416566885174214656","AR04593302596327833601"
"AR529665056388939776","AR06737016018956189697"
"AR94689254189301760","AR09394984224034914305"
"AR117004667308736512","AR05395787754929913857"
"AR146558165473820672","AR01644289265330290689"
"AR203661095703937024","AR06178569665162248193"
"AR214536949329821696","AR03683878936808259585"
"AR286592069466587136","AR11209934873865224193"
"AR505212330104061952","AR10766653154670936065"
"AR187619152335208448","AR05454837301777530881"
"AR220998126331232256","AR11606251641073827841"
"AR256677038134394880","AR08512622706770837505"
"AR291685419643305984","AR07105994529051770881"
"AR35302913186201600","AR00937224123833122817"
"AR460016904644329472","AR17118107416844566529"
"AR481678692460789760","AR08259311857844617217"
"AR519156920683069440","AR03618635016327659521"
"AR205973128138981376","AR03273618712892014593"
"AR7243170286927872","AR11402727228409118721"
"AR158852011142414336","AR01518188475763916801"
"AR162812108428279808","AR06809653742816722945"
"AR164298407630864384","AR05328233760519356417"
"AR186873752171053056","AR09570624609502363649"
"AR319178742255583232","AR01432620082843877377"
"AR36037215154864128","AR15314965934213431297"
"AR560103489615691776","AR10198876757520547841"
"AR561072743475314688","AR16689066572253233153"
"AR115005549011009536","AR06314522078913495041"
"AR433590864225239040","AR13689531781471010817"
"AR473498325950136320","AR16864446098586992641"
"AR537556732377825280","AR07583692748901842945"
"AR9491740285206528","AR10809114507029250049"
"AR126908312137498624","AR13223043907299835905"
"AR152562838991273984","AR07910287559647821825"
"AR284949433454428160","AR06026291702761783297"
"AR315415045234229248","AR14893879369054289921"
"AR428122202626326528","AR11982302209959264257"
"AR531965234714247168","AR15470340121357713409"
"AR138730261159346176","AR13080557370822623233"
"AR375671649690714112","AR17095277157405425665"
"AR539900822448766976","AR07575529974577233921"
"AR560641322600366080","AR00248173380845436929"
"AR129398568535457792","AR01112002079867535361"
"AR278451216655056896","AR13132486892685623297"
"AR350443355391393792","AR11065819685789368321"
"AR379557048905367552","AR06840580805882806273"
"AR394072870134743040","AR00859800500734787585"
"AR411745114369556480","AR06696483622309855233"
"AR442410974704566272","AR14285629124251746305"
"AR457054889038577664","AR04900391795919159297"
"AR493150343949975552","AR13744617039144681473"
"AR543934621373431808","AR00315727375255994369"
"AR562501077799272448","AR14843495348223082497"
"AR148770314149429248","AR09259031810283667457"
"AR355267634456952832","AR07925966320582000641"
"AR407019825710235648","AR05305715762382503937"
"AR461147133878206464","AR07120666412212813825"
"AR512778928608247808","AR03399220873935192065"
"AR56671028318830592","AR13132127489822294017"
"AR574191257224478720","AR13333382098170413057"
"AR89705477218238464","AR11838187021883408385"
"AR140088810854678528","AR16884664605593305089"
"AR146184468959330304","AR11294658841855131649"
"AR159573840526049280","AR16892615174173753345"
"AR197920030099243008","AR14130480749308018689"
"AR298475419340898304","AR15573922912787234817"
"AR418082561953103872","AR01554217272782880769"
"AR459287241240346624","AR04292405846224142337"
"AR503972733822959616","AR09867862184908816385"
"AR220614843449737216","AR16216554061556613121"
"AR295735127126835200","AR14623663391412060161"
"AR492352064148471808","AR14915073830069207041"
"AR128081903361196032","AR06120867294936563713"
"AR207902977204158464","AR03749722091125997569"
"AR270736390239551488","AR05728209702425198593"
"AR361086490509312000","AR00405799367803404289"
"AR395200247510335488","AR06419095530319642625"
"AR521032550081101824","AR06003888328712126465"
"AR533829491038879744","AR13804998919207256065"
"AR6610126467235840","AR13209533108417724417"
"AR98849703109591040","AR00284202177864400897"
"AR120759774395498496","AR08947378812803350529"
"AR20685455850733568","AR08495254958537441281"
"AR217506180480630784","AR15824766595059679233"
"AR245558123719294976","AR15152836347628093441"
"AR262236993558151168","AR11640028638279106561"
"AR45434500519297024","AR11367560860823191553"
"AR460957777360060416","AR04905167936991264769"
"AR569014515962740736","AR02804468921069993985"
"AR91989540826251264","AR17406887961127026689"
"AR16018922344022016","AR15465836521730342913"
"AR166056354924986368","AR15461332922102972417"
"AR281664745545662464","AR02995734466279768065"
"AR345590798261157888","AR08250225493752676353"
"AR377288412819881984","AR01760520426208886785"
"AR504895258438402048","AR16560211231181373441"
"AR57100044012093440","AR09163277129327050753"
"AR76172481945141248","AR10620616982342402049"
"AR102632744663646208","AR14475044603708833793"
"AR105874757777358848","AR03562822706590121985"
"AR167968543084642304","AR05023413540610899969"
"AR3669963655086080","AR11740497200461905921"
"AR398468202226515968","AR12330267953336418305"
"AR432554471436845056","AR00237417133468811265"
"AR448102871523655680","AR03600979745803599873"
"AR489476188406808576","AR12690774726339985409"
"AR558956630268444672","AR04848942210881683457"
"AR153603011350888448","AR13623864274135810049"
"AR157635367166541824","AR13613133727843483649"
"AR171922867934461952","AR06663519851392270337"
"AR271453821576675328","AR17776183130571407361"
"AR439538019540664320","AR17699621936906108929"
"AR453734157764263936","AR13213192283114962945"
"AR556939473108074496","AR14401737552144891905"
"AR116475905294991360","AR14364730602094067713"
"AR14302447254110208","AR12168357169565007873"
"AR18316042652614656","AR11357793074399936513"
"AR203076396036128768","AR07549894448658776065"
"AR226184522679451648","AR10453330136466980865"
"AR267294815765397504","AR15929048675884466177"
"AR295110741961211904","AR11736856030267572225"
"AR302468948652195840","AR05661865445683101697"
"AR331068998437306368","AR05196766941892575233"
"AR413056763022016512","AR15772081296391536641"
"AR42909162828464128","AR18330125884737978369"
"AR132631338879549440","AR02928887870162731009"
"AR21150136952422400","AR11295503266785263617"
"AR346472950184017920","AR08088095907167338497"
"AR379326769938825216","AR03100580596569604097"
"AR380493695373279232","AR18014029485891911681"
"AR49300108524650496","AR13798660234673127425"
"AR72741146673020928","AR14197450078410506241"
"AR127967141835046912","AR10034495371121524737"
"AR132410268322889728","AR07198856257476755457"
"AR153498420307296256","AR05055005395894927361"
"AR16860804653514752","AR03815024285722869761"
"AR337474650101514240","AR00608869132410028033"
"AR348658092105269248","AR00117568991651692545"
"AR472346828038209536","AR10412797739820646401"
"AR479047664214736896","AR07039601618920144897"
"AR484083255671259136","AR03969402452771340289"
"AR489059817097265152","AR02067627630303117313"
"AR574584985466437632","AR06214598462181212161"
"AR113512858897088512","AR17466925968928014337"
"AR147570231567450112","AR08961878072638832641"
"AR24894764318982144","AR14565116596256243713"
"AR280238094848884736","AR18078352015628435457"
"AR299731473936678912","AR00128067403551604737"
"AR429686395355791360","AR05111198548972535809"
"AR458617295061647360","AR03386337896192540673"
"AR475205008514613248","AR06740112243700006913"
"AR513573428838531072","AR17235751175286947841"
"AR513930770117558272","AR12267436361367158785"
"AR65188223344705536","AR03150466538633428993"
"AR299128082571198464","AR18197269695730548737"
"AR393298917028003840","AR05751572125492183041"
"AR404873991329677312","AR11358553661568450561"
"AR44404567361716224","AR11040448454978437121"
"AR498502972712419328","AR07958335942903726081"
"AR533859555809951744","AR16645779624101412865"
"AR547189553748770816","AR03237719108489314305"
"AR54815602446958592","AR09682352170753589249"
"AR575928726114533376","AR07917803546257391617"
"AR76150663511277568","AR14961433363464847361"
"AR105144029221486592","AR16150383665090658305"
"AR189145892949852160","AR13325764269296320513"
"AR304039944609857536","AR00013006535361822721"
"AR380957586200985600","AR07550760176626696193"
"AR382888706576482304","AR02055963598638809089"
"AR441620322764980224","AR09555389776387899393"
"AR51457144179916800","AR17221395951474704385"
"AR538503446249078784","AR09705732598323478529"
"AR56024309323268096","AR08754628652018171905"
"AR561787803990491136","AR01898624584215691265"
"AR59641908737081344","AR04621671370713989121"
"AR88686985853534208","AR14190557240015978497"
"AR96493140453621760","AR13033048298020143105"
"AR215538982379847680","AR01458779251175063553"
"AR281414503571128320","AR17072777163771478017"
"AR318339402566729728","AR16575350681662128129"
"AR527722184982921216","AR06048809700898635777"
"AR537282988342247424","AR08795096864673234945"
"AR570672510777950208","AR06800910838669508609"
"AR573395451324137472","AR16371060046831812609"
"AR67541453106053120","AR07604803372155142145"
"AR106276182600712192","AR09601287377460920321"
"AR252396020892172288","AR03020195301462900737"
"AR336336724286242816","AR05723900166600130561"
"AR392554994332598272","AR03621369501745938433"
"AR475243422702108672","AR01013785317498421249"
"AR559662001337401344","AR02485617970718441473"
"AR75451820792610816","AR13729651174062161921"
"AR94658330424770560","AR15037132127697108993"
"AR295840989480747008","AR05071528581759238145"
"AR47904519031357440","AR09927900192709804033"
"AR503210291228573696","AR11640102717875027969"
"AR88858131710345216","AR08183515924272250881"
"AR117416881089937408","AR14947114011219460097"
"AR170519100823437312","AR04602160262001197057"
"AR179784032475676672","AR05936219710214373377"
"AR186167934425497600","AR07633214340300013569"
"AR350209296853630976","AR01738864857505071105"
"AR378575459899670528","AR15736052499372572673"
"AR436880534296068096","AR10130562175941476353"
"AR472960699123892224","AR16437751611809333249"
"AR522117424460333056","AR04902643595732844545"
"AR535607126463086592","AR01071171028375306241"
"AR561949019882913792","AR11633273238838050817"
"AR72376692928151552","AR12497203780124672001"
"AR7610613329035264","AR18172499897780011009"
"AR18756225260847104","AR15330728532909228033"
"AR211734088032190464","AR15062764355080683521"
"AR373027942701203456","AR16433248012181962753"
"AR463823963655503872","AR09857105937532190721"
"AR498448787405012992","AR10372265343174311937"
"AR511959311409217536","AR02842845037975306241"
"AR99914820639260672","AR04124928235081302017"
"AR149975516332425216","AR07111659212958072833"
"AR185662502674104320","AR13413185751626022913"
"AR219675448202756096","AR09009926455894736897"
"AR336764674827616256","AR02504476794158055425"
"AR475174428347465728","AR12536610276864163841"
